policy_id,customer_name,gender,age,marital_status,state,city,pincode,aadhaar_masked,occupation_type,annual_income_Amount,bmi,tobacco_usage,physical_activity_level,policy_type,sum_insured,policy_start_date,claim_date,hospital_name,hospital_tier,room_category,cashless_claim,agent_channel,hospital_bill_amount,total_claim_amount
IND106368,Amaira Vora,female,29,Divorced,Uttar Pradesh,Lucknow,857899,XXXX-XXXX-3624,Retired,504970.33,30.96909983,none,low,individual,1000000,01/01/2018,10/12/2021,Srinivasan-Mohan Hospital,private_corporate,deluxe,yes,bancassurance,66235.55,64848.79
IND101793,Eshana Thakkar,Male,70,married,West Bengal,Kolkata,473801,XXXX-XXXX-3626,Salaried,505953,28.13208344,none,moderate,individual,500000,12/01/2021,26/04/2024,Basu Group Hospital,govt,deluxe,yes,agent,66243.82,64851.51
IND106813,Aditya Mani,female,36,married,Maharashtra,Mumbai,950245,XXXX-XXXX-3628,Student,506669.52,27.74817129,none,high,individual,500000,27/06/2021,23/04/2025,"Pillay, Golla and Ratti Hospital",private_corporate,semi-private,yes,online,66291.64,64863.13
IND107108,Bahadurjit Sani,male,54,married,Delhi,New Delhi,365222,XXXX-XXXX-3633,Business,506739.14,28.49239157,chewing,low,individual,2000000,05/05/2022,01/02/2025,"Chandran, Ratta and Srivastava Hospital",private_corporate,general,yes,aggregator,66333.39,64968.45
IND102321,Ridhi Garde,Female,42,Widowed,Delhi,New Delhi,737058,XXXX-XXXX-3635,Unemployed,507205.58,18.82867296,none,low,individual,1000000,16/03/2022,22/08/2027,"Joshi, Deo and Munshi Hospital",private_small,private,yes,agent,66356.87,65073.61
IND102482,Neel Date,Male,44,Widowed,West Bengal,Kolkata,946331,XXXX-XXXX-3643,Salaried,507452.22,24.61038064,none,moderate,individual,1000000,14/05/2022,17/11/2025,Chopra-Issac Hospital,private_corporate,deluxe,no,aggregator,66375.27,65189.51
IND102889,Jairaj Mani,Male,59,Married,West Bengal,Kolkata,283602,XXXX-XXXX-3645,Salaried,507467.67,20.32208745,none,high,individual,500000,27/03/2019,01/06/2019,Zacharia Inc Hospital,private_corporate,deluxe,yes,agent,66448.14,65205.03
IND105418,Abhimanyu Devan,female,31,Widowed,Tamil Nadu,Coimbatore,957211,XXXX-XXXX-3647,Unemployed,507606.86,26.47144577,smoking,moderate,individual,2000000,30/07/2023,25/05/2027,"Sridhar, Rama and Bhatt Hospital",private_small,general,yes,bancassurance,66684.52,65364.35
IND100937,Chatresh Kanda,male,18,Married,Delhi,New Delhi,358965,XXXX-XXXX-3655,Self-employed,507755.63,23.66901025,none,low,senior_citizen,500000,15/03/2020,02/01/2023,Boase-Brahmbhatt Hospital,private_corporate,deluxe,yes,bancassurance,66823.11,65393.43
IND101513,Riya Chaudhari,Male,41,Married,West Bengal,Kolkata,196258,XXXX-XXXX-3657,Unemployed,508726.94,35.24985797,smoking,low,family_floater,1000000,21/07/2019,24/01/2024,Bassi-Vora Hospital,private_small,semi-private,yes,aggregator,66850.85,65420.7
IND107203,Arin Barad,Female,18,Widowed,Tamil Nadu,Coimbatore,702665,XXXX-XXXX-3658,Salaried,508744.93,29.15585396,none,low,individual,5000000,09/05/2022,09/10/2024,"Dani, Prashad and Sule Hospital",private_small,private,yes,aggregator,66901.2,65432.4
IND107998,Ekanta Tella,Male,58,married,Karnataka,Bengaluru,262139,XXXX-XXXX-3659,Student,509047.86,22.00809318,none,moderate,individual,5000000,18/08/2023,21/03/2024,Sidhu-Mukherjee Hospital,private_corporate,deluxe,no,agent,66939.39,65476.01
IND104307,Forum Ganesh,female,31,married,Uttar Pradesh,Lucknow,652501,XXXX-XXXX-3674,Salaried,509149.83,21.39005982,none,low,family_floater,2000000,06/12/2022,15/02/2028,"Soni, Maharaj and Seshadri Hospital",private_small,private,yes,agent,67113.85,65531.35
IND101912,Irya Datta,male,50,Single,Delhi,New Delhi,700417,XXXX-XXXX-3678,Self-employed,509234.97,25.18286099,none,moderate,individual,2000000,05/02/2020,22/01/2022,"Oommen, Kohli and Nayar Hospital",private_corporate,semi-private,no,online,67157.31,65620.44
IND101476,Bhanumati Atwal,female,30,married,Uttar Pradesh,Kanpur,686096,XXXX-XXXX-3684,Retired,509798.46,28.75570951,none,low,senior_citizen,1000000,05/03/2018,15/03/2020,Trivedi-Chokshi Hospital,govt,semi-private,no,aggregator,67196.8,65682.64
IND104848,Nakul Dash,Male,47,Married,Maharashtra,Nagpur,589108,XXXX-XXXX-3686,Self-employed,509803.2,24.15835185,smoking,moderate,individual,5000000,22/12/2018,06/02/2019,Kalita-Goswami Hospital,private_small,general,yes,online,67248,65687.71
IND104959,Inaya Sharma,Male,31,Single,Maharashtra,Mumbai,788674,XXXX-XXXX-3694,Self-employed,509928.92,24.3774034,none,low,family_floater,5000000,11/09/2022,29/12/2026,Ghose-Kumer Hospital,private_corporate,general,no,aggregator,67265.5,65714.21
IND105043,Chameli Devi,Male,59,Widowed,Maharashtra,Mumbai,285796,XXXX-XXXX-3698,Business,510847.54,28.80558448,none,low,individual,500000,01/04/2022,23/03/2026,Sarkar Inc Hospital,private_corporate,deluxe,yes,online,67275.45,65743.14
IND104591,Urvashi Vig,female,35,Single,West Bengal,Kolkata,251720,XXXX-XXXX-3699,Salaried,511469.41,21.18576913,none,low,individual,500000,29/06/2023,15/07/2025,"Dar, Raja and Singhal Hospital",private_corporate,general,yes,aggregator,67332.48,65753.02
IND107926,Baghyawati Kannan,female,57,Single,Delhi,New Delhi,677168,XXXX-XXXX-3705,Retired,511748.01,24.40521732,none,high,family_floater,1000000,31/05/2021,12/03/2024,Sachdev Ltd Hospital,govt,private,yes,aggregator,67369.35,65764.36
IND100536,Saanvi Kaur,Male,45,married,West Bengal,Kolkata,214582,XXXX-XXXX-3709,Business,513779.87,22.8283622,smoking,high,family_floater,5000000,19/08/2023,24/05/2028,Dhaliwal LLC Hospital,private_small,deluxe,yes,agent,67423.93,65825.2
IND104536,Chanchal Sheth,male,18,Married,Tamil Nadu,Chennai,531534,XXXX-XXXX-3710,Business,513808.26,23.56117417,none,low,individual,500000,05/08/2021,20/12/2026,"Hayre, Sinha and Buch Hospital",private_small,private,yes,online,67442.24,65835.08
IND101447,Ishani Raghavan,Male,51,Married,Delhi,New Delhi,698866,XXXX-XXXX-3714,Unemployed,513853.98,29.11517377,none,low,individual,300000,20/03/2023,27/10/2025,Dass Ltd Hospital,private_corporate,general,yes,online,67488.9,65838.96
IND103593,Farhan Singhal,Male,18,Widowed,Delhi,New Delhi,483474,XXXX-XXXX-3719,Self-employed,514213.37,25.99297981,none,high,family_floater,2000000,15/10/2022,22/03/2028,"Babu, Sekhon and Kaul Hospital",private_corporate,private,yes,online,67624.46,66067.58
IND101826,Rachita Roy,female,18,Widowed,Karnataka,Mysuru,84200,XXXX-XXXX-3720,Student,514254.05,19.27450692,none,low,individual,2000000,21/08/2023,24/12/2025,"Grover, Muni and Dhawan Hospital",private_small,private,yes,agent,67670.25,66070.91
IND104222,Yuvraj Kibe,female,31,Divorced,Delhi,New Delhi,305871,XXXX-XXXX-3721,Unemployed,514722.26,20.6128079,none,moderate,individual,5000000,21/02/2022,05/07/2027,Mitter LLC Hospital,private_small,private,yes,bancassurance,67702.82,66168.13
IND105008,Oeshi Sunder,Female,33,Married,Karnataka,Mysuru,700743,XXXX-XXXX-3723,Self-employed,514949.84,25.1808773,smoking,high,family_floater,500000,15/08/2019,06/11/2020,Bassi-Dalal Hospital,private_small,semi-private,yes,aggregator,67705.7,66174.27
IND107353,Nidra Mittal,male,42,Divorced,West Bengal,Kolkata,594525,XXXX-XXXX-3731,Self-employed,515925.69,20.23394494,none,moderate,individual,1000000,15/06/2023,17/01/2028,Lalla-Goswami Hospital,private_small,semi-private,yes,online,67847.15,66324.76
IND102850,Rehaan Choudhury,Male,38,Married,Delhi,New Delhi,573210,XXXX-XXXX-3732,Retired,517146.98,24.41179768,none,low,family_floater,1000000,17/07/2019,18/10/2019,"Sampath, Luthra and Arora Hospital",private_small,deluxe,yes,online,67885.16,66325.18
IND101076,Upasna Dhaliwal,male,31,Divorced,Delhi,New Delhi,733870,XXXX-XXXX-3734,Self-employed,517227.86,28.91922915,none,moderate,individual,500000,15/07/2023,30/05/2028,Gara PLC Hospital,govt,deluxe,no,agent,67886.63,66391.82
IND103704,Jeevika Chokshi,Male,62,married,Karnataka,Mysuru,159259,XXXX-XXXX-3742,Self-employed,517232.81,26.48763602,none,low,senior_citizen,300000,25/09/2019,15/03/2021,"Anand, Bains and Karnik Hospital",private_small,semi-private,no,bancassurance,67930.41,66445.58
IND102429,Urvi Chandra,female,39,Divorced,West Bengal,Kolkata,273373,XXXX-XXXX-3749,Student,517600.43,25.49737754,none,low,individual,500000,26/07/2022,27/11/2024,Chaudhry and Sons Hospital,private_small,semi-private,no,online,68063.05,66584.04
IND100933,Jacob Grover,Male,36,Single,Uttar Pradesh,Kanpur,457818,XXXX-XXXX-3750,Self-employed,517741.67,29.48444071,none,low,family_floater,5000000,22/05/2022,27/03/2023,"Roy, Chokshi and Sane Hospital",private_corporate,deluxe,yes,online,68067.71,66635.31
IND107066,Alka Aurora,male,48,Single,Uttar Pradesh,Lucknow,992687,XXXX-XXXX-3753,Business,518019.88,26.14187531,none,low,individual,2000000,13/09/2020,29/07/2023,Lal-Bhattacharyya Hospital,private_small,private,no,online,68076.14,66650.83
IND106220,Frado Sem,male,37,Widowed,Tamil Nadu,Coimbatore,440317,XXXX-XXXX-3755,Student,518093.79,21.37861248,chewing,low,family_floater,5000000,14/10/2021,31/01/2025,"Bahl, Gour and Kannan Hospital",govt,semi-private,yes,agent,68080.16,66672.76
IND103070,Guneet Oza,female,61,Widowed,Maharashtra,Pune,444802,XXXX-XXXX-3768,Business,518324.81,24.83707295,none,low,individual,300000,21/09/2020,21/08/2024,Verma-Gera Hospital,govt,deluxe,yes,aggregator,68208.01,66698.97
IND100529,Widisha Tandon,Male,26,Single,Karnataka,Mysuru,273878,XXXX-XXXX-3771,Student,520010.6,25.38001776,smoking,high,individual,2000000,30/12/2018,13/02/2024,Hegde-Dutta Hospital,private_small,semi-private,yes,online,68221.17,66713.04
IND103857,Charles Mistry,Female,18,Single,Tamil Nadu,Chennai,421447,XXXX-XXXX-3778,Salaried,521479.61,24.93378093,none,low,family_floater,1000000,05/04/2019,09/07/2020,Virk and Sons Hospital,private_corporate,private,yes,aggregator,68340,66797.54
IND101519,Anya Tailor,female,33,Married,Karnataka,Bengaluru,528631,XXXX-XXXX-3779,Business,521518.03,31.59301789,smoking,moderate,individual,1000000,03/04/2019,05/11/2020,"Chaudhuri, Salvi and Comar Hospital",govt,deluxe,yes,online,68383.03,66882.13
IND105345,Saksham Gara,Male,24,Widowed,Maharashtra,Nagpur,240221,XXXX-XXXX-3780,Student,521541.03,28.38762821,smoking,low,individual,5000000,12/10/2018,19/04/2020,Bhagat-Dhawan Hospital,govt,deluxe,yes,agent,68396.86,66885
IND101522,William Bal,Male,62,Divorced,Maharashtra,Nagpur,297045,XXXX-XXXX-3783,Salaried,522205.35,35.29427999,none,moderate,family_floater,2000000,02/11/2022,02/12/2026,"Master, Prashad and Gaba Hospital",private_small,general,yes,aggregator,68461.47,66989.31
IND101751,Madhavi Mishra,Male,35,Divorced,Maharashtra,Mumbai,650957,XXXX-XXXX-3788,Student,522272,33.62378332,smoking,moderate,individual,1000000,21/01/2021,14/01/2023,"Patil, Contractor and Saran Hospital",private_small,general,yes,online,68474.52,67001.25
IND104454,Wazir Brar,Male,71,Widowed,Delhi,New Delhi,788941,XXXX-XXXX-3800,Salaried,522583.91,26.96963878,chewing,moderate,senior_citizen,500000,29/09/2019,18/03/2021,Sandal-Varghese Hospital,govt,private,no,bancassurance,68566,67036.37
IND104575,Kamya Chandran,male,50,married,Uttar Pradesh,Kanpur,533485,XXXX-XXXX-3805,Retired,522634.6,29.77053376,none,moderate,individual,5000000,26/04/2021,18/02/2024,Singh Inc Hospital,private_corporate,deluxe,no,agent,68570.62,67060.38
IND106960,Samesh Raman,Male,72,Single,Tamil Nadu,Coimbatore,291760,XXXX-XXXX-3807,Salaried,522664.13,31.26911994,none,high,family_floater,300000,31/01/2018,26/06/2019,Sachar Inc Hospital,private_small,deluxe,yes,agent,68634.17,67110.02
IND104494,Owen Padmanabhan,male,50,Married,Delhi,New Delhi,229737,XXXX-XXXX-3809,Student,522984.85,35.52215157,none,moderate,senior_citizen,2000000,01/06/2019,24/12/2022,Randhawa and Sons Hospital,private_small,semi-private,yes,online,68645.91,67136.25
IND102299,Megha Gera,Male,70,Divorced,Uttar Pradesh,Noida,818660,XXXX-XXXX-3811,Business,523022.06,28.97781691,none,moderate,individual,300000,01/12/2018,10/11/2023,"Brahmbhatt, Bhattacharyya and Tak Hospital",private_corporate,deluxe,yes,online,68658.83,67143.86
IND102305,Qasim Agrawal,Male,30,Divorced,Delhi,New Delhi,746944,XXXX-XXXX-3818,Student,523036.08,32.11158925,none,high,senior_citizen,300000,21/01/2021,29/06/2024,Prashad-Devi Hospital,private_small,deluxe,no,agent,68701.52,67198.19
IND101919,Kai Murthy,Male,59,Divorced,West Bengal,Kolkata,189691,XXXX-XXXX-3825,Student,523352.16,33.2164953,both,low,individual,300000,19/04/2021,28/10/2025,"Ramaswamy, Pal and Saini Hospital",private_small,general,yes,bancassurance,68722.19,67236.87
IND105108,Manya Padmanabhan,male,34,Divorced,Tamil Nadu,Chennai,967510,XXXX-XXXX-3826,Student,523464.33,33.35834707,smoking,high,individual,300000,09/10/2019,27/09/2021,Dhawan-Shere Hospital,private_small,general,yes,aggregator,68756.85,67267.18
IND103140,Falak Iyengar,Male,30,Widowed,Karnataka,Bengaluru,456687,XXXX-XXXX-3833,Business,524313.36,31.30178647,chewing,low,family_floater,2000000,21/04/2021,20/11/2021,Walia-Krishnamurthy Hospital,private_small,semi-private,yes,aggregator,68766.77,67278.36
IND107202,Jagdish Keer,male,31,married,Delhi,New Delhi,741346,XXXX-XXXX-3834,Student,524374.88,16.12703545,none,moderate,family_floater,2000000,20/03/2022,31/08/2027,Rajagopalan Group Hospital,govt,general,yes,online,68788.04,67281.47
IND102968,Veda Ramanathan,Male,43,Single,Tamil Nadu,Chennai,992074,XXXX-XXXX-3835,Retired,524478.07,27.34599898,none,low,family_floater,500000,08/12/2020,02/11/2025,Bhargava-Kohli Hospital,private_corporate,deluxe,yes,online,68841.66,67298.04
IND107351,Aarav Deshmukh,Male,59,Married,Maharashtra,Pune,197251,XXXX-XXXX-3839,Salaried,525490.31,20.55653232,none,moderate,family_floater,1000000,24/09/2019,03/12/2020,Sharaf-Karnik Hospital,private_corporate,semi-private,yes,online,68872.69,67363
IND104328,Chameli Tripathi,Female,62,Widowed,Maharashtra,Nagpur,857878,XXXX-XXXX-3842,Student,525554.31,19.23669502,chewing,low,individual,300000,03/08/2021,13/02/2022,"Chaudhari, Rajan and Butala Hospital",private_small,general,yes,bancassurance,68907.03,67369.19
IND107805,Warjas Sinha,female,47,married,Maharashtra,Nagpur,532928,XXXX-XXXX-3843,Student,525601.57,21.53148845,smoking,moderate,individual,500000,27/05/2018,23/09/2019,"Gopal, Chaudry and Tak Hospital",private_corporate,semi-private,yes,bancassurance,68941.6,67431.86
IND106277,Panini Sachdeva,male,31,Single,Maharashtra,Nagpur,175506,XXXX-XXXX-3847,Unemployed,525615.14,25.29431561,smoking,moderate,senior_citizen,300000,29/03/2023,05/03/2025,Dara PLC Hospital,private_corporate,private,no,agent,68957.78,67478.21
IND101475,Netra Dubey,Male,34,married,Karnataka,Mysuru,653138,XXXX-XXXX-3849,Retired,525805.84,29.69739787,smoking,moderate,family_floater,500000,25/11/2021,20/02/2024,"Kalita, Radhakrishnan and Hayre Hospital",private_small,general,yes,aggregator,68962.1,67478.73
IND105434,Aadhya Loyal,Male,39,Divorced,Uttar Pradesh,Noida,320815,XXXX-XXXX-3852,Unemployed,526265.93,30.54548193,chewing,moderate,individual,300000,10/06/2023,14/06/2026,Suri Inc Hospital,govt,general,no,online,68966.12,67520.68
IND102883,Lekha Kuruvilla,female,20,married,Tamil Nadu,Chennai,919674,XXXX-XXXX-3853,Self-employed,526492.8,30.52861036,smoking,moderate,individual,2000000,29/10/2019,21/07/2024,"Bawa, Narang and Dani Hospital",private_small,semi-private,yes,bancassurance,69000.41,67540
IND105374,Lakshmi Bhatnagar,male,54,Divorced,Tamil Nadu,Coimbatore,290476,XXXX-XXXX-3855,Self-employed,527136.05,22.18115242,none,moderate,individual,5000000,22/07/2019,18/11/2019,Apte-Date Hospital,private_small,general,yes,online,69062.64,67582.01
IND106704,Yahvi Srivastava,Male,52,married,Maharashtra,Nagpur,596528,XXXX-XXXX-3862,Retired,527476.51,24.41735873,none,moderate,family_floater,500000,15/10/2021,07/01/2027,Banerjee-Grover Hospital,private_small,deluxe,yes,agent,69194.11,67668.44
IND106669,Advik Shenoy,male,18,Divorced,Uttar Pradesh,Kanpur,269225,XXXX-XXXX-3870,Business,528216.44,31.34147006,chewing,low,individual,1000000,01/05/2019,27/03/2022,Kari and Sons Hospital,private_small,general,yes,bancassurance,69370.24,67865.14
IND101889,Hemang Vig,male,34,Single,Tamil Nadu,Coimbatore,415005,XXXX-XXXX-3877,Student,528365.04,15.95741038,chewing,moderate,senior_citizen,2000000,17/10/2022,21/03/2025,Merchant Inc Hospital,private_corporate,general,yes,aggregator,69380,67873.26
IND102332,Brinda Ranganathan,Male,56,Widowed,Delhi,New Delhi,678444,XXXX-XXXX-3883,Student,528575.89,32.14565294,smoking,low,family_floater,300000,30/07/2019,22/07/2024,"Saran, Sathe and Varma Hospital",private_corporate,private,yes,agent,69481.94,67883.51
IND103810,Oni Desai,Male,60,Divorced,Uttar Pradesh,Noida,491399,XXXX-XXXX-3892,Student,529468.03,18.38202276,chewing,moderate,senior_citizen,300000,19/10/2021,24/03/2026,Singh Group Hospital,private_corporate,private,yes,bancassurance,69564.29,67996.61
IND104389,Yamini Dugal,female,18,Single,Tamil Nadu,Coimbatore,378256,XXXX-XXXX-3902,Self-employed,529941.86,28.16477957,none,moderate,individual,2000000,01/04/2020,05/08/2023,Sandhu-Acharya Hospital,private_corporate,private,yes,agent,69573.8,68009.98
IND102278,Veer Memon,Male,45,Widowed,West Bengal,Kolkata,921417,XXXX-XXXX-3905,Self-employed,530403.91,28.02381217,chewing,low,senior_citizen,300000,22/12/2019,05/01/2024,Toor-Yadav Hospital,private_corporate,general,no,bancassurance,69618.32,68030.05
IND106529,Rachana Walia,Female,73,Widowed,Delhi,New Delhi,166670,XXXX-XXXX-3906,Retired,530438.56,21.5323876,none,low,senior_citizen,5000000,30/06/2020,09/10/2023,"De, Gour and Sha Hospital",private_corporate,private,no,bancassurance,69634,68034.91
IND107397,Wyatt Iyengar,Male,19,Widowed,Maharashtra,Mumbai,878365,XXXX-XXXX-3907,Student,530550.47,29.48531677,chewing,moderate,family_floater,2000000,31/08/2022,09/01/2026,Tak LLC Hospital,private_small,general,no,agent,69641.08,68109
IND105436,Panini Keer,male,42,Divorced,Karnataka,Mysuru,490272,XXXX-XXXX-3910,Retired,530842.87,28.02305999,none,low,senior_citizen,5000000,27/02/2020,10/11/2022,Nath-Sodhi Hospital,govt,semi-private,yes,online,69723.6,68129.71
IND104748,Vasudha Muni,Male,64,married,Uttar Pradesh,Kanpur,800599,XXXX-XXXX-3913,Unemployed,531244.44,32.33536502,chewing,moderate,family_floater,500000,02/07/2020,21/05/2022,Doshi Group Hospital,private_corporate,general,no,agent,69739.46,68209.73
IND101355,Banjeet Ganesh,Female,53,married,Tamil Nadu,Chennai,154086,XXXX-XXXX-3917,Self-employed,532022.37,25.88719942,chewing,moderate,individual,5000000,19/09/2021,19/01/2024,Thaman Ltd Hospital,private_corporate,deluxe,no,bancassurance,69824.44,68231
IND103910,Ekapad Sahota,male,18,Married,Maharashtra,Nagpur,215002,XXXX-XXXX-3923,Student,532752.38,32.15460901,none,moderate,family_floater,500000,24/08/2023,01/02/2024,Date Inc Hospital,private_corporate,deluxe,yes,aggregator,69848.64,68255.32
IND107654,Patrick Patla,Female,48,Single,Tamil Nadu,Coimbatore,670112,XXXX-XXXX-3936,Self-employed,533389.71,25.10773087,none,moderate,family_floater,2000000,08/09/2020,11/09/2022,Bhardwaj-Sankaran Hospital,private_corporate,private,no,online,69891.85,68361.74
IND104284,Damini Pradhan,female,60,Single,West Bengal,Kolkata,96082,XXXX-XXXX-3953,Salaried,533893.94,27.86038891,smoking,moderate,individual,300000,26/03/2020,22/08/2020,"Doctor, Patla and Deol Hospital",private_corporate,private,no,bancassurance,70103.78,68374.42
IND102439,Suhani Rege,Female,36,Married,Karnataka,Mysuru,586537,XXXX-XXXX-3955,Self-employed,535008.64,28.83978716,none,low,family_floater,500000,20/04/2019,29/06/2023,Goel-Andra Hospital,private_corporate,deluxe,yes,agent,70123.77,68420.1
IND105508,Radhika Johal,female,23,Divorced,Delhi,New Delhi,985910,XXXX-XXXX-3961,Salaried,535181.87,22.1344882,none,moderate,individual,500000,26/05/2018,26/02/2019,"Narain, Divan and Bhasin Hospital",private_corporate,semi-private,yes,aggregator,70191.3,68448.68
IND106458,Harshil Gokhale,Male,52,Single,Tamil Nadu,Chennai,142550,XXXX-XXXX-3963,Business,535390.76,35.79327397,chewing,low,individual,2000000,26/02/2023,08/11/2024,Kuruvilla-Bawa Hospital,private_corporate,semi-private,yes,aggregator,70200.39,68486.98
IND101953,Advik Ravel,Female,19,Divorced,Uttar Pradesh,Noida,666693,XXXX-XXXX-3964,Salaried,535519.44,19.54960954,none,low,senior_citizen,500000,19/11/2020,19/10/2025,"Sura, Natt and Chada Hospital",private_corporate,semi-private,yes,online,70221.69,68507.34
IND103466,Sudiksha Sunder,female,42,Widowed,Karnataka,Mysuru,566515,XXXX-XXXX-3965,Self-employed,535892.14,29.94342272,none,high,family_floater,500000,17/07/2018,17/04/2019,"Ganguly, Bhatnagar and Bawa Hospital",govt,semi-private,yes,agent,70231.83,68568.5
IND106769,Harshil Palla,male,45,married,Delhi,New Delhi,62367,XXXX-XXXX-3967,Business,536377.06,23.09336394,none,low,individual,1000000,25/04/2021,03/05/2024,Lanka-Brar Hospital,private_corporate,private,yes,agent,70300.62,68572.44
IND100700,Ijaya Sundaram,male,41,Divorced,Delhi,New Delhi,200713,XXXX-XXXX-3968,Student,536572.97,33.38511202,none,moderate,individual,300000,08/04/2020,02/11/2021,Sidhu Ltd Hospital,private_small,deluxe,yes,online,70335.41,68605.64
IND107440,Gauri Balakrishnan,Female,42,Single,West Bengal,Kolkata,666700,XXXX-XXXX-3975,Student,536784.25,32.26391437,none,moderate,individual,2000000,12/08/2018,24/02/2019,Jani-Talwar Hospital,private_corporate,deluxe,yes,bancassurance,70401,68630.78
IND101944,Upkaar Mohanty,female,42,Married,Maharashtra,Pune,343974,XXXX-XXXX-3981,Business,537212.47,23.21283531,both,high,individual,1000000,13/11/2018,14/09/2023,Nagar-Barad Hospital,private_small,deluxe,yes,agent,70431.48,68637.01
IND102775,Ishwar Batta,female,20,Divorced,Maharashtra,Mumbai,449933,XXXX-XXXX-3985,Self-employed,537340.29,24.0934595,chewing,moderate,individual,300000,05/04/2018,09/05/2019,Bhatnagar and Sons Hospital,private_small,deluxe,yes,online,70443.48,68685.56
IND102861,Utkarsh Toor,Female,46,Widowed,Tamil Nadu,Coimbatore,257805,XXXX-XXXX-3996,Unemployed,537443.84,29.74921112,none,moderate,senior_citizen,500000,09/08/2023,28/08/2026,Grover-Rana Hospital,private_small,private,no,bancassurance,70451.47,68726.25
IND100353,Nitesh Kant,male,37,Widowed,Maharashtra,Nagpur,831952,XXXX-XXXX-3997,Salaried,537526.11,25.36179965,none,moderate,family_floater,500000,20/10/2021,24/10/2024,Dutt Inc Hospital,private_small,semi-private,yes,online,70457.18,68732.05
IND101660,Janani Magar,male,27,Divorced,Tamil Nadu,Coimbatore,419811,XXXX-XXXX-4001,Student,537820.26,22.72668513,chewing,moderate,family_floater,1000000,02/03/2019,16/11/2021,Sule LLC Hospital,private_corporate,private,yes,agent,70478.65,68781.87
IND106652,Omaja Sagar,Male,64,Single,West Bengal,Kolkata,515682,XXXX-XXXX-4005,Retired,538250.26,28.84220744,chewing,high,individual,2000000,02/10/2021,19/10/2025,Konda LLC Hospital,govt,deluxe,yes,bancassurance,70497.34,68808.51
IND101939,Neelima Lal,Male,71,Widowed,Delhi,New Delhi,903184,XXXX-XXXX-4008,Self-employed,538437.47,17.16053947,none,low,individual,500000,07/01/2020,25/10/2020,Uppal LLC Hospital,private_small,general,yes,aggregator,70543,68824
IND107014,Qarin Chopra,Male,42,Divorced,Maharashtra,Nagpur,403978,XXXX-XXXX-4012,Business,538662.16,27.69371329,none,low,individual,2000000,11/08/2022,07/12/2025,"Pant, Ravel and Sarkar Hospital",private_small,semi-private,yes,aggregator,70567.12,68863.31
IND101241,Jason Sandal,Male,54,Single,West Bengal,Kolkata,176523,XXXX-XXXX-4017,Retired,538806.77,36.36138645,chewing,low,senior_citizen,1000000,10/01/2018,01/09/2020,Deo-Biswas Hospital,private_small,semi-private,yes,agent,70569.99,68888.67
IND101451,Samaksh Sami,Female,63,Single,Uttar Pradesh,Noida,354844,XXXX-XXXX-4025,Student,539328.8,27.19738271,none,moderate,family_floater,500000,01/03/2022,13/07/2026,Aurora-Radhakrishnan Hospital,private_corporate,private,no,aggregator,70587.88,69007.95
IND105241,Vaishnavi Prabhakar,female,66,Single,Tamil Nadu,Chennai,687192,XXXX-XXXX-4029,Student,539350.45,33.04654001,none,high,individual,500000,19/11/2021,29/07/2024,Sahota-Chahal Hospital,private_small,general,no,online,70655.52,69032.5
IND106062,Madhavi Nagi,Female,48,Married,Tamil Nadu,Coimbatore,736415,XXXX-XXXX-4030,Salaried,539810.56,32.61045795,chewing,low,family_floater,2000000,24/11/2022,24/09/2025,Hayer Group Hospital,private_corporate,semi-private,no,agent,70656.01,69041.15
IND101807,Amaira Bandi,female,60,married,Karnataka,Bengaluru,402062,XXXX-XXXX-4032,Salaried,539975.35,18.46022309,chewing,moderate,individual,2000000,11/08/2019,02/10/2024,Garde LLC Hospital,private_small,general,yes,online,70679.37,69050.36
IND104565,Theodore Pandey,Male,64,Divorced,Tamil Nadu,Coimbatore,316826,XXXX-XXXX-4042,Unemployed,540257.04,21.13619535,none,moderate,family_floater,2000000,06/07/2022,05/05/2023,Banerjee Ltd Hospital,govt,deluxe,yes,aggregator,70683.49,69052.28
IND100622,Gabriel Varughese,female,52,Married,Uttar Pradesh,Noida,803176,XXXX-XXXX-4054,Retired,540425.9,27.53098712,none,low,family_floater,500000,07/07/2018,05/10/2019,Bawa-Naidu Hospital,private_corporate,semi-private,no,bancassurance,70695.06,69064.88
IND101662,Yatin Puri,Male,29,Widowed,Karnataka,Mysuru,583555,XXXX-XXXX-4055,Unemployed,540530.05,27.34638637,chewing,low,individual,1000000,04/03/2019,04/06/2024,"Saran, Manne and Chhabra Hospital",private_corporate,semi-private,yes,online,70754.86,69104.5
IND106289,Kevin Shankar,Male,34,Divorced,Karnataka,Bengaluru,520544,XXXX-XXXX-4076,Retired,541531.7,22.82533755,none,moderate,individual,2000000,28/03/2020,12/08/2020,Vaidya-Arora Hospital,private_small,general,yes,online,70848.05,69231.58
IND106394,David Nanda,Male,31,Married,Delhi,New Delhi,857472,XXXX-XXXX-4083,Student,543336.74,30.74779377,none,high,individual,300000,04/08/2019,19/03/2020,Rout-Doshi Hospital,private_small,semi-private,yes,online,70911.98,69320.51
IND104196,Vasudha Tata,Female,19,Widowed,Delhi,New Delhi,637459,XXXX-XXXX-4084,Unemployed,543341.59,29.34239267,none,moderate,family_floater,300000,30/12/2022,08/11/2024,Patla Inc Hospital,private_small,deluxe,yes,aggregator,70954.41,69363.64
